user_id,full_name,age,gender,employment_status,occupation,monthly_income,education_level,residential_status,marital_status,credit_score,risk_category,payment_default_probability,debt_service_ratio,financial_stability_score,creditworthiness_rating,behavioral_score,payment_consistency_score
2b409f57-cb61-4954-8fd0-c215b34124ca,Mr. Jason James,29,Female,Self-employed,Insurance broker,10552.43,Master,Own,Married,572,Medium,0.48,0.03,47,A,92,27
f07b4e76-cba0-4ac8-afba-433f4aacdc27,Daniel Adams MD,26,Male,Self-employed,Chartered legal executive (England and Wales),10923.01,PhD,Rent,Single,850,Low,0.79,0.41,22,B,86,66
c6d50f75-e183-4cd4-9a0d-f778317ada8d,Ryan Gray,28,Female,Self-employed,Charity officer,8802.27,Master,Own,Married,605,Medium,0.15,0.36,69,A,9,22
4d27cb42-725d-4739-b851-f88b0c8360b2,Amanda Reed,24,Female,Self-employed,Research scientist (maths),5481.42,PhD,Rent,Married,658,Medium,0.31,0.2,34,C,78,22
5631c79f-bd68-46e9-99ba-48626ac39e98,Patrick Jones,27,Female,Employed,"Psychologist, clinical",5663.94,PhD,Rent,Single,430,High,0.17,0.17,59,A,53,90
8438ddc6-7e65-419a-ac0b-576f2a14731f,Megan Black,28,Male,Employed,Risk analyst,12870.33,Master,Own,Single,731,Low,0.17,0.22,7,B,54,92
f0c55bb9-a286-4a45-8cb2-e71d1ded1785,Michael Romero,24,Male,Employed,Actuary,12458.89,Bachelor,Own,Married,454,High,0.62,0.29,98,B,99,31
acee8666-c42a-48a0-ad45-1815840e0102,Trevor Price,24,Male,Employed,Haematologist,3879.95,PhD,Rent,Single,527,Medium,0.77,0.48,74,C,34,90
caf9120c-11ec-4d43-a0cd-4f39e2442bdc,Julia Gonzalez,29,Male,Self-employed,Medical sales representative,9905.06,Bachelor,Own,Married,554,Medium,0.72,0.18,46,A,71,9
91cc17e1-34ae-4d3a-bf01-ba85b73fe3da,Carrie Miller,27,Male,Employed,"Engineer, petroleum",11193.63,PhD,Own,Single,532,Medium,0.61,0.19,9,C,100,95
43b830aa-12d6-45d7-bdd1-1299e897d9d7,David Moore,28,Female,Self-employed,Water engineer,4690.49,Master,Own,Single,579,Medium,0.89,0.01,60,C,27,70
b56e1f6e-a5d6-4ae6-95dc-3d2aab16c2ed,Ashley Williams,30,Female,Self-employed,Database administrator,7204.86,PhD,Rent,Single,715,Low,0.4,0.27,60,D,84,11
21e53fca-290c-4ec5-9949-4277faf30615,Raven Duffy,30,Female,Self-employed,"Programmer, systems",13601.66,PhD,Rent,Married,632,Medium,0.62,0.17,82,B,66,43
c2288ebb-e77b-4365-8d80-4dc8b039e195,Michael Webb,24,Male,Self-employed,Hydrogeologist,4216.41,Master,Own,Married,453,High,0.42,0.39,79,D,91,39
d0cc597d-c241-47f6-a16a-f0254f18d57b,Jorge Khan,27,Female,Self-employed,Dancer,5784.42,PhD,Rent,Married,501,Medium,0.37,0.03,25,B,6,76
9a1916d7-169b-4abe-ab4c-c590c331a0a3,Edward Cooper,24,Female,Employed,Archivist,8720.32,Bachelor,Rent,Single,767,Low,0.34,0.31,83,D,18,100
2cf53156-5522-4431-bd40-a956dccdfc27,Denise Castro,25,Male,Employed,Geophysical data processor,9299.07,Bachelor,Rent,Single,481,High,0.9,0.19,47,A,80,34
b07348dc-c5fc-490e-b9ac-21ebd0f36ea3,Caleb Velazquez,22,Male,Self-employed,Trade union research officer,13487.13,Master,Rent,Married,328,High,0.01,0.21,9,B,6,10
1760726c-7dc2-4ef4-bd27-826a92eee89e,Melinda Rodgers,28,Male,Employed,Further education lecturer,7406.19,PhD,Own,Single,523,Medium,0.74,0.43,26,A,12,1
74dd896a-c2d0-44e5-b458-c249525e6020,Frances Blair,28,Male,Employed,Analytical chemist,10090.48,Master,Own,Single,478,High,0.92,0.06,3,A,86,68
7b2f5c6a-3e93-4db0-b607-42eba315c7c5,Michael Daniel,26,Male,Employed,Arts development officer,6243.45,PhD,Own,Single,681,Medium,0.4,0.05,97,A,42,58
29b74858-a2e7-4bb1-ba58-05e15cee2707,Destiny Roberson,29,Male,Self-employed,"Engineer, maintenance",7270.24,Bachelor,Own,Married,351,High,0.94,0.4,48,A,29,25
c4b607d2-2a7b-4053-a5b3-42fc3b9f5f21,Steven Gonzalez,24,Female,Self-employed,Operational researcher,3606.4,Bachelor,Own,Single,766,Low,0.5,0.11,54,A,76,37
b2457f67-9a37-4d52-9575-158b3769ef9d,Mark Reed,29,Male,Self-employed,Advertising account planner,13738.93,Master,Own,Married,413,High,0.61,0.06,55,B,11,88
ad91754b-abe3-45d0-a13d-c1709c9e5203,Preston Benjamin,22,Female,Employed,Maintenance engineer,13721.25,PhD,Rent,Single,479,High,0.88,0.14,26,C,15,42
a79faf6e-5844-47ce-b470-c8cd045784c7,Julia Martin,25,Male,Self-employed,Chief Operating Officer,6090.51,PhD,Own,Married,509,Medium,0.62,0.18,29,C,98,98
11cb8430-0cf7-45c1-aac6-2d1f24dd05b8,Dana Foster,22,Male,Employed,"Programme researcher, broadcasting/film/video",7376.0,Bachelor,Own,Married,502,Medium,0.71,0.02,6,B,41,72
963139f0-3d10-496c-a63c-6036f92e6fde,Brittney Sullivan,21,Female,Employed,"Surveyor, quantity",8710.49,PhD,Rent,Married,315,High,0.19,0.42,16,A,46,57
f71b32e7-d5e9-419f-9e9a-853b27143f06,Brittany Hogan,24,Male,Self-employed,"Therapist, nutritional",8523.79,Master,Own,Single,744,Low,0.24,0.33,12,C,60,44
8e71014d-4d7a-44f6-9f04-b180255f11f9,Cynthia Spears MD,22,Male,Self-employed,Ranger/warden,6320.29,Master,Rent,Married,452,High,0.58,0.24,49,B,64,95
0669fa28-dec0-4cae-874e-5cfdbf5697c9,Chelsea Bird,26,Male,Employed,Computer games developer,13536.27,Master,Rent,Single,494,High,0.29,0.45,47,D,36,43
5dbb362e-70ae-4cf7-9801-7605cef10768,Melissa Perry,29,Female,Employed,Intelligence analyst,10098.39,Bachelor,Own,Single,645,Medium,0.3,0.41,65,B,24,21
855ac2c1-7edb-49df-bf3d-176f521ab486,Heidi Webb,24,Male,Self-employed,Catering manager,11523.09,Master,Rent,Married,521,Medium,0.3,0.36,77,B,63,15
d6772831-e556-467f-a5b0-4a638ff6b2a0,Tara Perez,23,Male,Employed,Information officer,11189.24,PhD,Own,Married,488,High,0.02,0.28,98,B,4,2
01eabc61-ab6f-4f2e-b293-d6736281debd,Erika Lane,27,Male,Employed,Drilling engineer,7284.66,Bachelor,Rent,Single,358,High,0.86,0.26,55,D,62,93
40eacb82-3229-4288-a236-07dd27a3c83e,Mark Hancock,22,Male,Employed,Counselling psychologist,3479.32,Master,Own,Married,417,High,0.43,0.28,98,B,10,56
0278c4ae-887a-440f-980b-59f796fc6778,Kelly Archer,27,Female,Self-employed,"Psychologist, clinical",10985.04,Bachelor,Own,Married,763,Low,0.42,0.27,53,D,53,33
a551850c-dad2-49ac-b972-8bc65bc2aafb,Melinda Hurley,24,Male,Self-employed,IT technical support officer,6410.92,Bachelor,Rent,Married,541,Medium,0.84,0.35,41,D,21,22
2f4d5de6-b7fe-4e99-9299-25831af37147,Michael Bradley,22,Female,Employed,"Presenter, broadcasting",3581.78,Master,Own,Single,632,Medium,0.37,0.2,81,B,94,74
3104e5e5-bd45-4de4-9816-d75ccf19fe3e,Zachary Hardy,29,Male,Employed,"Engineer, manufacturing",5059.1,Master,Rent,Married,378,High,0.26,0.24,99,C,90,53
35f2f825-95e3-49b1-88bc-fc882ae96da1,Lisa Luna,26,Female,Self-employed,Field seismologist,9918.09,Master,Own,Single,346,High,0.28,0.08,18,B,73,2
6c236075-aa3a-4684-b6fa-e9eb62d9922a,Edward Welch,21,Female,Employed,"Administrator, arts",14675.9,Master,Rent,Single,595,Medium,0.71,0.0,6,D,80,59
320debc0-c5c1-4949-b773-831fa5813cd6,Dennis Williams,23,Female,Employed,Financial trader,5121.12,Master,Rent,Single,735,Low,0.43,0.2,49,B,12,52
ebaabcf1-5221-448b-accc-79f7b43857bf,Kevin Wolf,26,Male,Self-employed,Psychotherapist,6624.36,Master,Own,Single,492,High,0.82,0.02,49,C,83,98
f4ccbe40-b5a5-4d3b-a0ef-cd5cbef10157,Amanda Bentley,27,Female,Employed,Banker,14496.1,Master,Own,Married,689,Medium,0.26,0.01,5,A,87,29
eaaf5493-887c-4156-bcdf-f8d93c7ce049,Evelyn Barnes,27,Female,Employed,Barrister,6426.75,PhD,Own,Single,717,Low,1.0,0.11,81,D,75,48
3882afd0-7056-4407-9a91-ce074a04fc92,Emily Graham,25,Male,Employed,Counsellor,6028.19,Bachelor,Rent,Married,641,Medium,0.74,0.14,68,C,18,20
c6821cbb-95d3-4f21-9963-591aec2fd456,Kevin Beck,22,Female,Employed,"Editor, film/video",6081.18,PhD,Own,Married,723,Low,0.13,0.12,18,A,18,51
af2e7a16-706e-4c40-9c3c-468157c4f21d,Pamela Carey,30,Female,Employed,Physiotherapist,12356.88,Master,Own,Single,667,Medium,0.51,0.17,1,B,42,25
e2389a43-37f1-421c-9ff6-dac01106b597,Anthony Jennings,22,Male,Self-employed,Theatre manager,10365.45,PhD,Rent,Single,598,Medium,0.33,0.23,12,C,87,35
796712e0-353a-4394-b277-b8f510899369,Roger Savage,26,Female,Employed,Academic librarian,9431.2,Bachelor,Own,Married,836,Low,0.34,0.17,6,C,92,57
7a093338-0a87-485e-b449-937f4b3af753,Brandon Reyes,22,Male,Self-employed,"Surveyor, quantity",10076.2,PhD,Rent,Married,639,Medium,1.0,0.01,61,B,95,39
f57e562f-16a0-41d3-b008-5db7d4b78d3b,Kathryn Cole,25,Female,Self-employed,"Research officer, government",8009.27,Master,Rent,Married,539,Medium,0.68,0.14,30,A,6,61
da1cb002-0c4c-4b8a-8637-1568b018494b,Kenneth Bright,29,Male,Employed,Barrister's clerk,12776.77,Master,Own,Married,843,Low,0.19,0.24,54,B,55,61
15de74f4-8d04-48d2-a843-7de99f8c8b74,Heather Chase,28,Male,Self-employed,"Therapist, occupational",12015.23,Master,Own,Married,351,High,0.17,0.07,9,D,4,9
4851e5c7-2f67-4261-9f21-60486d2a84f9,Darrell Bowman,29,Male,Self-employed,Field seismologist,3958.16,Bachelor,Own,Single,525,Medium,0.46,0.38,7,D,39,75
c5ed2935-6126-435d-bbae-3b09ce98c37d,Jennifer Doyle,27,Female,Employed,"Loss adjuster, chartered",4289.17,Master,Rent,Single,572,Medium,0.99,0.11,12,B,42,38
727d6387-9bdf-4ef2-9516-da383e43b90e,Sheila Prince,30,Female,Self-employed,IT consultant,9439.23,PhD,Rent,Single,327,High,0.43,0.47,82,D,18,77
7528d68d-47c3-41ad-af3e-99c4bbaff59d,Tyler Johnson,28,Male,Employed,Speech and language therapist,7317.75,Master,Own,Single,546,Medium,0.39,0.29,51,C,41,11
04dca87d-7f0f-40d3-b3e6-4250bd1b7f8e,Jose Smith,22,Female,Employed,Horticultural therapist,12880.21,Master,Own,Married,493,High,0.25,0.39,39,B,22,49
9ad5743b-1829-482c-bf78-48df7cc1470a,Kevin Barker,24,Male,Self-employed,Location manager,5429.33,Bachelor,Rent,Married,417,High,0.63,0.5,5,B,73,88
08e45f09-c092-4cce-9c89-d54e89c5207a,Teresa Hall,26,Female,Employed,Occupational psychologist,8118.56,Master,Own,Single,710,Low,0.2,0.26,68,B,5,74
59fd5030-7393-4026-a164-199760caed06,Stephanie Bass,23,Male,Employed,Public house manager,12787.63,Bachelor,Own,Married,591,Medium,0.78,0.06,61,D,1,69
d55459ff-e71b-41f2-aea3-c268d2fc53e5,Peter Edwards,29,Male,Employed,Radio broadcast assistant,12203.76,PhD,Own,Single,522,Medium,0.06,0.09,94,A,47,60
d9551056-44c5-4a3b-bfbb-53748cbb9bf6,Luke Stephens,29,Female,Self-employed,Animator,6972.79,Bachelor,Own,Single,543,Medium,0.36,0.15,10,A,6,91
004c68f2-c6cf-406f-9274-391a4d74191a,Steve Vasquez,21,Male,Self-employed,Analytical chemist,6229.94,Master,Own,Married,696,Medium,0.07,0.44,38,B,60,35
f5868944-6789-4eef-aff1-ef66141bc9d8,Kevin White,30,Male,Employed,Production engineer,4020.08,Bachelor,Rent,Married,803,Low,0.92,0.22,10,A,11,60
7ff64fbd-460c-463a-867f-849ae53a4fa1,Samuel Fisher,29,Male,Employed,Marketing executive,6571.05,Bachelor,Own,Single,665,Medium,0.21,0.36,63,A,36,8
0c7fc616-6bc5-4eb0-8bb2-996db24caef4,Dominique Butler,22,Male,Self-employed,Fashion designer,14064.46,Bachelor,Own,Married,799,Low,0.22,0.36,18,B,17,4
eb0200cf-7722-4c4b-89ec-d484b045b374,Larry Hanson,22,Male,Self-employed,Ambulance person,4356.02,Master,Rent,Married,736,Low,0.34,0.38,47,B,56,97
2b91a8e4-bfe4-47c8-b360-fddb0d1f0b2c,Brittany Sims,22,Female,Self-employed,"Therapist, nutritional",4126.77,Bachelor,Own,Single,528,Medium,0.57,0.21,99,C,24,97
0de3dc4a-cfa6-4441-ac7f-dc4512be9900,Christopher Brock,25,Male,Employed,"Teacher, adult education",10165.22,Master,Own,Married,518,Medium,0.36,0.46,97,A,32,71
70220c3e-f6a1-49a9-bb2e-4c02aebb4db1,Brian Harris,22,Female,Employed,"Engineer, site",4928.07,PhD,Rent,Married,595,Medium,0.42,0.17,96,A,56,86
2d448499-1a63-4c3b-a81d-3c52785fb538,Adam Ford,22,Male,Self-employed,Lexicographer,3153.42,Master,Rent,Married,772,Low,0.84,0.1,61,C,85,38
81c68c55-b9da-4ac0-b5dd-02e8ccd848ac,James Larsen,30,Female,Self-employed,"Engineer, agricultural",13412.2,PhD,Own,Married,627,Medium,0.64,0.15,11,C,89,90
4c1c0b64-b892-45b7-bc16-d83ca41e7073,Mary Lin,29,Male,Employed,Gaffer,4659.47,PhD,Rent,Married,337,High,0.62,0.09,12,D,89,41
04e4ed29-490a-4c2c-800f-8c3e915178bb,Jason Schroeder,26,Female,Self-employed,Sub,11120.1,PhD,Own,Married,303,High,0.59,0.07,32,C,18,42
6c61a65c-2ad5-4093-afb1-3724531f956c,Brett Robbins,29,Female,Employed,"Pilot, airline",7926.77,Master,Rent,Married,633,Medium,0.07,0.31,37,B,85,61
bdcf652e-8c81-4f95-9184-f6f65ec58eb8,Anna King,22,Male,Employed,Patent attorney,13471.62,PhD,Rent,Single,707,Low,0.33,0.26,88,A,2,67
6292622f-ab19-45fe-b609-98c52e9b5a3e,Valerie Hill,27,Female,Self-employed,Civil Service administrator,12350.78,Bachelor,Rent,Married,363,High,0.44,0.02,49,C,85,29
d24589b6-d1e6-4c80-8a57-22e7429498da,Joseph Hayes,26,Male,Employed,"Pharmacist, hospital",11011.46,Bachelor,Own,Single,570,Medium,0.82,0.23,100,D,31,4
d2bb68c2-f5aa-4bb3-9836-752050359fd7,Eileen Oliver,24,Male,Self-employed,Actor,10573.89,Bachelor,Rent,Single,311,High,0.71,0.26,83,C,3,60
30c667c9-92fd-4350-8a19-d44633ec5212,Daniel Drake,29,Female,Self-employed,"Teacher, special educational needs",13144.08,Bachelor,Rent,Single,712,Low,0.12,0.36,33,D,67,84
af12556c-67cc-40e9-a950-e852a75c7762,Laura Johnson,27,Male,Employed,Amenity horticulturist,6776.43,PhD,Rent,Single,715,Low,0.31,0.46,67,D,69,97
3b815d09-9cd9-48f6-8968-8982821ed3c5,Stacey Bowen,21,Female,Self-employed,Engineering geologist,12980.82,PhD,Own,Married,397,High,0.03,0.42,75,A,3,47
90f99e72-ebb2-4326-8a46-2fdfa38e8973,Wesley Young,30,Female,Employed,"Horticulturist, amenity",9412.75,PhD,Rent,Single,476,High,0.01,0.11,41,A,24,50
2ef564b2-bacd-4e5a-ae79-ef2c86647337,Roger Howard,27,Female,Self-employed,Pensions consultant,9910.16,PhD,Rent,Single,569,Medium,0.73,0.02,14,D,43,72
889e725f-a16d-4d1e-847c-3ad1ed97145f,Shannon Moore,21,Female,Self-employed,Accommodation manager,6883.26,Bachelor,Own,Single,697,Medium,0.59,0.17,16,D,97,70
c05110cb-e038-4c36-825d-52ac9e986fad,Christopher Henson,21,Female,Self-employed,Insurance underwriter,9480.43,PhD,Own,Single,744,Low,0.77,0.37,34,A,22,29
3db618e9-fa3b-4238-9036-3ff427568676,Adrian Chase,27,Female,Employed,Secondary school teacher,13578.17,Master,Own,Single,448,High,0.49,0.1,60,C,76,78
71a41116-4ed2-43cd-b3f4-7a587d9ad2fb,Jessica Mendoza,28,Female,Self-employed,Arboriculturist,10351.74,Bachelor,Rent,Married,800,Low,0.16,0.22,81,A,9,81
1fd4f918-bcc5-4b9b-97f3-d60bd85b7605,Ashley Fuller,23,Male,Employed,Water quality scientist,8398.41,Bachelor,Own,Married,529,Medium,0.16,0.09,34,D,58,52
2d9685bf-8ca0-4d4c-9a1b-4af790759616,Lorraine Morris,22,Female,Self-employed,"Designer, exhibition/display",3524.39,Bachelor,Rent,Single,718,Low,0.71,0.35,71,A,11,29
982d74cf-ae15-4aba-9a64-df7250aa4c2d,Keith Parks,27,Female,Self-employed,Operational researcher,7400.03,Bachelor,Own,Single,327,High,0.67,0.42,21,C,88,93
0b660433-bd36-4314-a05d-b30581310290,Jocelyn Mills,28,Male,Employed,Medical illustrator,8850.21,Master,Rent,Married,453,High,0.15,0.47,35,C,76,17
1f501a78-b39f-4def-856c-2fdf76842c86,Allison Peters,26,Male,Self-employed,Charity fundraiser,8241.33,Master,Own,Married,545,Medium,0.77,0.05,6,A,93,31
774df9b8-3d74-424c-8e75-0a9edf88ecbb,Robin Higgins,24,Female,Self-employed,Adult guidance worker,6770.65,Bachelor,Rent,Married,461,High,0.91,0.35,1,A,3,6
12d3a4e8-72dc-4163-8ce6-e447e362b309,Tyler Sellers,27,Female,Employed,"Teacher, early years/pre",10645.09,PhD,Rent,Married,799,Low,0.69,0.33,54,D,19,36
03b5c8ee-e3b5-4a10-a9f2-95429a87dfd1,Sharon Page,25,Female,Self-employed,"Psychologist, prison and probation services",12891.38,PhD,Own,Married,574,Medium,0.24,0.25,58,A,26,46
de26ea3c-9de1-4cd4-8ad7-a35b803abb9f,Phyllis Brown,22,Male,Self-employed,"Presenter, broadcasting",13835.62,PhD,Rent,Married,652,Medium,0.06,0.45,60,C,43,68
1392e439-ede2-4f82-b5e9-6495986c389c,Ashley Raymond,27,Male,Self-employed,Analytical chemist,3837.23,Bachelor,Own,Single,706,Low,0.15,0.03,53,D,46,6
53eeb384-8c9e-452d-bca9-362c252d95a4,Kevin Lee,22,Female,Self-employed,Trade union research officer,9858.17,Bachelor,Own,Single,650,Medium,0.57,0.09,41,B,66,26
796d3e88-9a2c-4711-8381-b25bb00dd9a3,Nancy Griffin,23,Female,Self-employed,"Sound technician, broadcasting/film/video",13610.88,Master,Own,Single,357,High,0.71,0.25,9,A,9,64
eaa9c3e4-4f93-4b52-a60d-26a0166c602f,Sharon Perry,24,Female,Self-employed,Sports development officer,3886.47,Bachelor,Own,Married,537,Medium,0.53,0.06,33,B,8,40
876057be-a821-49a0-82ac-f8dbba7a5144,Peter Johnson,24,Male,Employed,Product designer,14789.39,PhD,Rent,Single,839,Low,0.53,0.49,88,A,29,41
8013125d-22b3-45d5-9e84-59a9901b1d9b,Melissa Norris,21,Female,Employed,Police officer,14388.53,PhD,Rent,Single,693,Medium,0.79,0.23,64,C,59,78
1227fa4d-cd6b-4d4f-bd30-fb6d359e6f41,Scott Nunez,27,Male,Self-employed,"Editor, commissioning",11207.4,Master,Rent,Married,542,Medium,0.77,0.0,25,A,100,2
472c2773-5576-4798-a37e-88b0989f2d69,Philip Vazquez,27,Male,Self-employed,Animal technologist,7840.63,PhD,Rent,Married,599,Medium,0.45,0.16,76,B,51,51
4acd5d45-282f-4728-a794-f37d888428bc,Preston Perry II,25,Male,Self-employed,Community arts worker,4572.68,Master,Own,Married,407,High,0.33,0.01,69,D,36,47
a7a0b183-2b30-4e9f-b5d8-dfa7d7f0daec,Michael Davis,23,Female,Self-employed,"Scientist, biomedical",12854.47,Master,Rent,Married,721,Low,0.57,0.28,93,C,50,14
273f066a-7f5b-43b8-8535-1560b3c445a3,Travis Conner,28,Female,Self-employed,"Surveyor, insurance",11817.81,Master,Rent,Married,505,Medium,0.18,0.12,88,B,8,74
f9fc99e3-11be-4e8f-938c-777d269dec73,Timothy Hoffman,24,Male,Employed,Corporate investment banker,11799.33,PhD,Own,Married,478,High,0.5,0.2,26,A,57,97
345f542d-6a85-4a1d-b186-64e8cea7714e,Jennifer Black,30,Male,Self-employed,Occupational therapist,10835.29,Bachelor,Rent,Married,300,High,0.82,0.26,16,D,42,61
02dbe187-76f3-4946-8739-cb4171d0a25d,Michael Stein DDS,25,Male,Employed,"Surveyor, land/geomatics",7588.92,Master,Own,Single,569,Medium,0.1,0.13,63,D,49,77
f757fe02-e12f-459b-8c76-e536dcb0b767,William Garcia,25,Male,Employed,Office manager,7714.2,PhD,Rent,Single,437,High,0.14,0.32,71,C,41,13
6c489be7-d6f4-4efd-b391-5a3863e1b47e,Timothy Williamson,28,Male,Self-employed,"Horticulturist, commercial",9066.68,Bachelor,Rent,Single,791,Low,0.3,0.39,45,C,32,73
db9ea858-0488-4038-a72c-52bde995f7c1,Jacob Gilbert,27,Female,Self-employed,Event organiser,5619.04,Master,Rent,Single,684,Medium,0.06,0.28,63,A,14,73
738dd157-425c-490a-83b6-9c1ae0423e5b,Tina Hernandez,28,Female,Self-employed,"Engineer, drilling",8086.09,Master,Rent,Single,301,High,0.5,0.42,61,C,36,42
05c14f12-41f7-4113-9433-56785f9cc6b6,Daniel Stein,27,Female,Self-employed,Astronomer,10101.66,PhD,Own,Married,777,Low,0.13,0.41,33,A,100,90
